,開催回,抽選日,抽選数字,year,month,day,weekday,hundred,ten,one
449,第0450回,1998-09-30,033,1998,9,30,2,0,3,3
450,第0451回,1998-10-02,423,1998,10,2,4,4,2,3
451,第0452回,1998-10-05,666,1998,10,5,0,6,6,6
452,第0453回,1998-10-07,102,1998,10,7,2,1,0,2
453,第0454回,1998-10-09,713,1998,10,9,4,7,1,3
454,第0455回,1998-10-12,612,1998,10,12,0,6,1,2
455,第0456回,1998-10-14,887,1998,10,14,2,8,8,7
456,第0457回,1998-10-16,189,1998,10,16,4,1,8,9
457,第0458回,1998-10-19,383,1998,10,19,0,3,8,3
458,第0459回,1998-10-21,620,1998,10,21,2,6,2,0
459,第0460回,1998-10-23,150,1998,10,23,4,1,5,0
460,第0461回,1998-10-26,190,1998,10,26,0,1,9,0
461,第0462回,1998-10-28,292,1998,10,28,2,2,9,2
462,第0463回,1998-10-30,994,1998,10,30,4,9,9,4
463,第0464回,1998-11-02,086,1998,11,2,0,0,8,6
464,第0465回,1998-11-04,095,1998,11,4,2,0,9,5
465,第0466回,1998-11-06,256,1998,11,6,4,2,5,6
466,第0467回,1998-11-09,882,1998,11,9,0,8,8,2
467,第0468回,1998-11-11,687,1998,11,11,2,6,8,7
468,第0469回,1998-11-13,949,1998,11,13,4,9,4,9
469,第0470回,1998-11-16,577,1998,11,16,0,5,7,7
470,第0471回,1998-11-18,301,1998,11,18,2,3,0,1
471,第0472回,1998-11-20,616,1998,11,20,4,6,1,6
472,第0473回,1998-11-23,407,1998,11,23,0,4,0,7
473,第0474回,1998-11-25,041,1998,11,25,2,0,4,1
474,第0475回,1998-11-27,583,1998,11,27,4,5,8,3
475,第0476回,1998-11-30,111,1998,11,30,0,1,1,1
476,第0477回,1998-12-02,498,1998,12,2,2,4,9,8
477,第0478回,1998-12-04,277,1998,12,4,4,2,7,7
478,第0479回,1998-12-07,962,1998,12,7,0,9,6,2
479,第0480回,1998-12-09,335,1998,12,9,2,3,3,5
480,第0481回,1998-12-11,550,1998,12,11,4,5,5,0
481,第0482回,1998-12-14,818,1998,12,14,0,8,1,8
482,第0483回,1998-12-16,075,1998,12,16,2,0,7,5
483,第0484回,1998-12-18,899,1998,12,18,4,8,9,9
484,第0485回,1998-12-21,485,1998,12,21,0,4,8,5
485,第0486回,1998-12-23,932,1998,12,23,2,9,3,2
486,第0487回,1998-12-25,856,1998,12,25,4,8,5,6
487,第0488回,1998-12-28,115,1998,12,28,0,1,1,5
488,第0489回,1998-12-30,618,1998,12,30,2,6,1,8
489,第0490回,1999-01-04,634,1999,1,4,0,6,3,4
490,第0491回,1999-01-06,995,1999,1,6,2,9,9,5
491,第0492回,1999-01-08,931,1999,1,8,4,9,3,1
492,第0493回,1999-01-11,385,1999,1,11,0,3,8,5
493,第0494回,1999-01-13,153,1999,1,13,2,1,5,3
494,第0495回,1999-01-15,827,1999,1,15,4,8,2,7
495,第0496回,1999-01-18,028,1999,1,18,0,0,2,8
496,第0497回,1999-01-20,595,1999,1,20,2,5,9,5
497,第0498回,1999-01-22,211,1999,1,22,4,2,1,1
498,第0499回,1999-01-25,012,1999,1,25,0,0,1,2
499,第0500回,1999-01-27,679,1999,1,27,2,6,7,9
500,第0501回,1999-01-29,640,1999,1,29,4,6,4,0
501,第0502回,1999-02-01,929,1999,2,1,0,9,2,9
502,第0503回,1999-02-03,782,1999,2,3,2,7,8,2
503,第0504回,1999-02-05,947,1999,2,5,4,9,4,7
504,第0505回,1999-02-08,480,1999,2,8,0,4,8,0
505,第0506回,1999-02-10,993,1999,2,10,2,9,9,3
506,第0507回,1999-02-12,172,1999,2,12,4,1,7,2
507,第0508回,1999-02-15,295,1999,2,15,0,2,9,5
508,第0509回,1999-02-17,831,1999,2,17,2,8,3,1
509,第0510回,1999-02-19,253,1999,2,19,4,2,5,3
510,第0511回,1999-02-22,914,1999,2,22,0,9,1,4
511,第0512回,1999-02-24,947,1999,2,24,2,9,4,7
512,第0513回,1999-02-26,900,1999,2,26,4,9,0,0
513,第0514回,1999-03-01,122,1999,3,1,0,1,2,2
514,第0515回,1999-03-03,286,1999,3,3,2,2,8,6
515,第0516回,1999-03-05,583,1999,3,5,4,5,8,3
516,第0517回,1999-03-08,287,1999,3,8,0,2,8,7
517,第0518回,1999-03-10,402,1999,3,10,2,4,0,2
518,第0519回,1999-03-12,658,1999,3,12,4,6,5,8
519,第0520回,1999-03-15,493,1999,3,15,0,4,9,3
520,第0521回,1999-03-17,535,1999,3,17,2,5,3,5
521,第0522回,1999-03-19,073,1999,3,19,4,0,7,3
522,第0523回,1999-03-22,532,1999,3,22,0,5,3,2
523,第0524回,1999-03-24,036,1999,3,24,2,0,3,6
524,第0525回,1999-03-26,919,1999,3,26,4,9,1,9
525,第0526回,1999-03-29,357,1999,3,29,0,3,5,7
526,第0527回,1999-03-31,593,1999,3,31,2,5,9,3
527,第0528回,1999-04-02,743,1999,4,2,4,7,4,3
528,第0529回,1999-04-05,413,1999,4,5,0,4,1,3
529,第0530回,1999-04-07,719,1999,4,7,2,7,1,9
530,第0531回,1999-04-09,835,1999,4,9,4,8,3,5
531,第0532回,1999-04-12,277,1999,4,12,0,2,7,7
532,第0533回,1999-04-14,200,1999,4,14,2,2,0,0
533,第0534回,1999-04-16,432,1999,4,16,4,4,3,2
534,第0535回,1999-04-19,205,1999,4,19,0,2,0,5
535,第0536回,1999-04-21,951,1999,4,21,2,9,5,1
536,第0537回,1999-04-23,998,1999,4,23,4,9,9,8
537,第0538回,1999-04-26,628,1999,4,26,0,6,2,8
538,第0539回,1999-04-28,435,1999,4,28,2,4,3,5
539,第0540回,1999-04-30,154,1999,4,30,4,1,5,4
540,第0541回,1999-05-03,033,1999,5,3,0,0,3,3
541,第0542回,1999-05-05,614,1999,5,5,2,6,1,4
542,第0543回,1999-05-07,362,1999,5,7,4,3,6,2
543,第0544回,1999-05-10,269,1999,5,10,0,2,6,9
544,第0545回,1999-05-12,838,1999,5,12,2,8,3,8
545,第0546回,1999-05-14,098,1999,5,14,4,0,9,8
546,第0547回,1999-05-17,806,1999,5,17,0,8,0,6
547,第0548回,1999-05-19,411,1999,5,19,2,4,1,1
548,第0549回,1999-05-21,450,1999,5,21,4,4,5,0
549,第0550回,1999-05-24,666,1999,5,24,0,6,6,6
550,第0551回,1999-05-26,300,1999,5,26,2,3,0,0
551,第0552回,1999-05-28,993,1999,5,28,4,9,9,3
552,第0553回,1999-05-31,019,1999,5,31,0,0,1,9
553,第0554回,1999-06-02,355,1999,6,2,2,3,5,5
554,第0555回,1999-06-04,602,1999,6,4,4,6,0,2
555,第0556回,1999-06-07,331,1999,6,7,0,3,3,1
556,第0557回,1999-06-09,443,1999,6,9,2,4,4,3
557,第0558回,1999-06-11,666,1999,6,11,4,6,6,6
558,第0559回,1999-06-14,297,1999,6,14,0,2,9,7
559,第0560回,1999-06-16,057,1999,6,16,2,0,5,7
560,第0561回,1999-06-18,190,1999,6,18,4,1,9,0
561,第0562回,1999-06-21,382,1999,6,21,0,3,8,2
562,第0563回,1999-06-23,080,1999,6,23,2,0,8,0
563,第0564回,1999-06-25,732,1999,6,25,4,7,3,2
564,第0565回,1999-06-28,982,1999,6,28,0,9,8,2
565,第0566回,1999-06-30,906,1999,6,30,2,9,0,6
566,第0567回,1999-07-02,433,1999,7,2,4,4,3,3
567,第0568回,1999-07-05,953,1999,7,5,0,9,5,3
568,第0569回,1999-07-07,049,1999,7,7,2,0,4,9
569,第0570回,1999-07-09,587,1999,7,9,4,5,8,7
570,第0571回,1999-07-12,798,1999,7,12,0,7,9,8
571,第0572回,1999-07-14,731,1999,7,14,2,7,3,1
572,第0573回,1999-07-16,597,1999,7,16,4,5,9,7
573,第0574回,1999-07-19,910,1999,7,19,0,9,1,0
574,第0575回,1999-07-21,939,1999,7,21,2,9,3,9
575,第0576回,1999-07-23,487,1999,7,23,4,4,8,7
576,第0577回,1999-07-26,228,1999,7,26,0,2,2,8
577,第0578回,1999-07-28,398,1999,7,28,2,3,9,8
578,第0579回,1999-07-30,588,1999,7,30,4,5,8,8
579,第0580回,1999-08-02,385,1999,8,2,0,3,8,5
580,第0581回,1999-08-04,160,1999,8,4,2,1,6,0
581,第0582回,1999-08-06,315,1999,8,6,4,3,1,5
582,第0583回,1999-08-09,850,1999,8,9,0,8,5,0
583,第0584回,1999-08-11,085,1999,8,11,2,0,8,5
584,第0585回,1999-08-13,365,1999,8,13,4,3,6,5
585,第0586回,1999-08-16,207,1999,8,16,0,2,0,7
586,第0587回,1999-08-18,569,1999,8,18,2,5,6,9
587,第0588回,1999-08-20,652,1999,8,20,4,6,5,2
588,第0589回,1999-08-23,485,1999,8,23,0,4,8,5
589,第0590回,1999-08-25,947,1999,8,25,2,9,4,7
590,第0591回,1999-08-27,046,1999,8,27,4,0,4,6
591,第0592回,1999-08-30,036,1999,8,30,0,0,3,6
592,第0593回,1999-09-01,829,1999,9,1,2,8,2,9
593,第0594回,1999-09-03,130,1999,9,3,4,1,3,0
594,第0595回,1999-09-06,162,1999,9,6,0,1,6,2
595,第0596回,1999-09-08,193,1999,9,8,2,1,9,3
596,第0597回,1999-09-10,429,1999,9,10,4,4,2,9
597,第0598回,1999-09-13,306,1999,9,13,0,3,0,6
598,第0599回,1999-09-15,554,1999,9,15,2,5,5,4
599,第0600回,1999-09-17,752,1999,9,17,4,7,5,2
600,第0601回,1999-09-20,421,1999,9,20,0,4,2,1
601,第0602回,1999-09-22,979,1999,9,22,2,9,7,9
602,第0603回,1999-09-24,699,1999,9,24,4,6,9,9
603,第0604回,1999-09-27,939,1999,9,27,0,9,3,9
604,第0605回,1999-09-29,030,1999,9,29,2,0,3,0
605,第0606回,1999-10-01,638,1999,10,1,4,6,3,8
606,第0607回,1999-10-04,405,1999,10,4,0,4,0,5
607,第0608回,1999-10-06,964,1999,10,6,2,9,6,4
608,第0609回,1999-10-08,178,1999,10,8,4,1,7,8
609,第0610回,1999-10-11,337,1999,10,11,0,3,3,7
610,第0611回,1999-10-13,801,1999,10,13,2,8,0,1
611,第0612回,1999-10-15,730,1999,10,15,4,7,3,0
612,第0613回,1999-10-18,591,1999,10,18,0,5,9,1
613,第0614回,1999-10-20,369,1999,10,20,2,3,6,9
614,第0615回,1999-10-22,142,1999,10,22,4,1,4,2
615,第0616回,1999-10-25,475,1999,10,25,0,4,7,5
616,第0617回,1999-10-27,092,1999,10,27,2,0,9,2
617,第0618回,1999-10-29,279,1999,10,29,4,2,7,9
618,第0619回,1999-11-01,567,1999,11,1,0,5,6,7
619,第0620回,1999-11-03,866,1999,11,3,2,8,6,6
620,第0621回,1999-11-05,044,1999,11,5,4,0,4,4
621,第0622回,1999-11-08,639,1999,11,8,0,6,3,9
622,第0623回,1999-11-10,308,1999,11,10,2,3,0,8
623,第0624回,1999-11-12,675,1999,11,12,4,6,7,5
624,第0625回,1999-11-15,546,1999,11,15,0,5,4,6
625,第0626回,1999-11-17,588,1999,11,17,2,5,8,8
626,第0627回,1999-11-19,472,1999,11,19,4,4,7,2
627,第0628回,1999-11-22,201,1999,11,22,0,2,0,1
628,第0629回,1999-11-24,118,1999,11,24,2,1,1,8
629,第0630回,1999-11-26,223,1999,11,26,4,2,2,3
630,第0631回,1999-11-29,194,1999,11,29,0,1,9,4
631,第0632回,1999-12-01,182,1999,12,1,2,1,8,2
632,第0633回,1999-12-03,446,1999,12,3,4,4,4,6
633,第0634回,1999-12-06,382,1999,12,6,0,3,8,2
634,第0635回,1999-12-08,669,1999,12,8,2,6,6,9
635,第0636回,1999-12-10,403,1999,12,10,4,4,0,3
636,第0637回,1999-12-13,633,1999,12,13,0,6,3,3
637,第0638回,1999-12-15,951,1999,12,15,2,9,5,1
638,第0639回,1999-12-17,783,1999,12,17,4,7,8,3
639,第0640回,1999-12-20,908,1999,12,20,0,9,0,8
640,第0641回,1999-12-22,636,1999,12,22,2,6,3,6
641,第0642回,1999-12-24,433,1999,12,24,4,4,3,3
642,第0643回,1999-12-27,364,1999,12,27,0,3,6,4
643,第0644回,1999-12-29,949,1999,12,29,2,9,4,9
644,第0645回,2000-01-05,584,2000,1,5,2,5,8,4
645,第0646回,2000-01-07,732,2000,1,7,4,7,3,2
646,第0647回,2000-01-10,175,2000,1,10,0,1,7,5
647,第0648回,2000-01-12,044,2000,1,12,2,0,4,4
648,第0649回,2000-01-14,282,2000,1,14,4,2,8,2
649,第0650回,2000-01-17,969,2000,1,17,0,9,6,9
650,第0651回,2000-01-19,345,2000,1,19,2,3,4,5
651,第0652回,2000-01-21,258,2000,1,21,4,2,5,8
652,第0653回,2000-01-24,037,2000,1,24,0,0,3,7
653,第0654回,2000-01-26,507,2000,1,26,2,5,0,7
654,第0655回,2000-01-28,798,2000,1,28,4,7,9,8
655,第0656回,2000-01-31,028,2000,1,31,0,0,2,8
656,第0657回,2000-02-02,959,2000,2,2,2,9,5,9
657,第0658回,2000-02-04,553,2000,2,4,4,5,5,3
658,第0659回,2000-02-07,649,2000,2,7,0,6,4,9
659,第0660回,2000-02-09,875,2000,2,9,2,8,7,5
660,第0661回,2000-02-11,081,2000,2,11,4,0,8,1
661,第0662回,2000-02-14,646,2000,2,14,0,6,4,6
662,第0663回,2000-02-16,070,2000,2,16,2,0,7,0
663,第0664回,2000-02-18,195,2000,2,18,4,1,9,5
664,第0665回,2000-02-21,297,2000,2,21,0,2,9,7
665,第0666回,2000-02-23,277,2000,2,23,2,2,7,7
666,第0667回,2000-02-25,943,2000,2,25,4,9,4,3
667,第0668回,2000-02-28,157,2000,2,28,0,1,5,7
668,第0669回,2000-03-01,367,2000,3,1,2,3,6,7
669,第0670回,2000-03-03,811,2000,3,3,4,8,1,1
670,第0671回,2000-03-06,682,2000,3,6,0,6,8,2
671,第0672回,2000-03-08,916,2000,3,8,2,9,1,6
672,第0673回,2000-03-10,385,2000,3,10,4,3,8,5
673,第0674回,2000-03-13,478,2000,3,13,0,4,7,8
674,第0675回,2000-03-15,944,2000,3,15,2,9,4,4
675,第0676回,2000-03-17,830,2000,3,17,4,8,3,0
676,第0677回,2000-03-20,068,2000,3,20,0,0,6,8
677,第0678回,2000-03-22,628,2000,3,22,2,6,2,8
678,第0679回,2000-03-24,261,2000,3,24,4,2,6,1
679,第0680回,2000-03-27,277,2000,3,27,0,2,7,7
680,第0681回,2000-03-29,503,2000,3,29,2,5,0,3
681,第0682回,2000-03-31,973,2000,3,31,4,9,7,3
682,第0683回,2000-04-03,632,2000,4,3,0,6,3,2
683,第0684回,2000-04-05,715,2000,4,5,2,7,1,5
684,第0685回,2000-04-07,947,2000,4,7,4,9,4,7
685,第0686回,2000-04-10,790,2000,4,10,0,7,9,0
686,第0687回,2000-04-12,751,2000,4,12,2,7,5,1
687,第0688回,2000-04-14,232,2000,4,14,4,2,3,2
688,第0689回,2000-04-17,042,2000,4,17,0,0,4,2
689,第0690回,2000-04-19,274,2000,4,19,2,2,7,4
690,第0691回,2000-04-21,132,2000,4,21,4,1,3,2
691,第0692回,2000-04-24,548,2000,4,24,0,5,4,8
692,第0693回,2000-04-26,094,2000,4,26,2,0,9,4
693,第0694回,2000-04-28,900,2000,4,28,4,9,0,0
694,第0695回,2000-05-01,797,2000,5,1,0,7,9,7
695,第0696回,2000-05-03,003,2000,5,3,2,0,0,3
696,第0697回,2000-05-05,971,2000,5,5,4,9,7,1
697,第0698回,2000-05-08,907,2000,5,8,0,9,0,7
698,第0699回,2000-05-10,278,2000,5,10,2,2,7,8
699,第0700回,2000-05-12,232,2000,5,12,4,2,3,2
700,第0701回,2000-05-15,883,2000,5,15,0,8,8,3
701,第0702回,2000-05-17,993,2000,5,17,2,9,9,3
702,第0703回,2000-05-19,424,2000,5,19,4,4,2,4
703,第0704回,2000-05-22,869,2000,5,22,0,8,6,9
704,第0705回,2000-05-24,094,2000,5,24,2,0,9,4
705,第0706回,2000-05-26,948,2000,5,26,4,9,4,8
706,第0707回,2000-05-29,851,2000,5,29,0,8,5,1
707,第0708回,2000-05-31,337,2000,5,31,2,3,3,7
708,第0709回,2000-06-02,762,2000,6,2,4,7,6,2
709,第0710回,2000-06-05,114,2000,6,5,0,1,1,4
710,第0711回,2000-06-07,755,2000,6,7,2,7,5,5
711,第0712回,2000-06-09,428,2000,6,9,4,4,2,8
712,第0713回,2000-06-12,620,2000,6,12,0,6,2,0
713,第0714回,2000-06-14,943,2000,6,14,2,9,4,3
714,第0715回,2000-06-16,040,2000,6,16,4,0,4,0
715,第0716回,2000-06-19,469,2000,6,19,0,4,6,9
716,第0717回,2000-06-21,743,2000,6,21,2,7,4,3
717,第0718回,2000-06-23,241,2000,6,23,4,2,4,1
718,第0719回,2000-06-26,234,2000,6,26,0,2,3,4
719,第0720回,2000-06-28,217,2000,6,28,2,2,1,7
720,第0721回,2000-06-30,889,2000,6,30,4,8,8,9
721,第0722回,2000-07-03,214,2000,7,3,0,2,1,4
722,第0723回,2000-07-05,739,2000,7,5,2,7,3,9
723,第0724回,2000-07-07,376,2000,7,7,4,3,7,6
724,第0725回,2000-07-10,397,2000,7,10,0,3,9,7
725,第0726回,2000-07-12,629,2000,7,12,2,6,2,9
726,第0727回,2000-07-14,125,2000,7,14,4,1,2,5
727,第0728回,2000-07-17,743,2000,7,17,0,7,4,3
728,第0729回,2000-07-19,189,2000,7,19,2,1,8,9
729,第0730回,2000-07-21,974,2000,7,21,4,9,7,4
730,第0731回,2000-07-24,808,2000,7,24,0,8,0,8
731,第0732回,2000-07-26,715,2000,7,26,2,7,1,5
732,第0733回,2000-07-28,179,2000,7,28,4,1,7,9
733,第0734回,2000-07-31,496,2000,7,31,0,4,9,6
734,第0735回,2000-08-02,610,2000,8,2,2,6,1,0
735,第0736回,2000-08-04,603,2000,8,4,4,6,0,3
736,第0737回,2000-08-07,821,2000,8,7,0,8,2,1
737,第0738回,2000-08-09,065,2000,8,9,2,0,6,5
738,第0739回,2000-08-11,918,2000,8,11,4,9,1,8
739,第0740回,2000-08-14,602,2000,8,14,0,6,0,2
740,第0741回,2000-08-16,054,2000,8,16,2,0,5,4
741,第0742回,2000-08-18,286,2000,8,18,4,2,8,6
742,第0743回,2000-08-21,854,2000,8,21,0,8,5,4
743,第0744回,2000-08-23,946,2000,8,23,2,9,4,6
744,第0745回,2000-08-25,031,2000,8,25,4,0,3,1
745,第0746回,2000-08-28,134,2000,8,28,0,1,3,4
746,第0747回,2000-08-30,831,2000,8,30,2,8,3,1
747,第0748回,2000-09-01,617,2000,9,1,4,6,1,7
748,第0749回,2000-09-04,920,2000,9,4,0,9,2,0
749,第0750回,2000-09-06,912,2000,9,6,2,9,1,2
750,第0751回,2000-09-08,266,2000,9,8,4,2,6,6
751,第0752回,2000-09-11,370,2000,9,11,0,3,7,0
752,第0753回,2000-09-13,208,2000,9,13,2,2,0,8
753,第0754回,2000-09-15,307,2000,9,15,4,3,0,7
754,第0755回,2000-09-18,982,2000,9,18,0,9,8,2
755,第0756回,2000-09-20,386,2000,9,20,2,3,8,6
756,第0757回,2000-09-22,375,2000,9,22,4,3,7,5
757,第0758回,2000-09-25,088,2000,9,25,0,0,8,8
758,第0759回,2000-09-27,548,2000,9,27,2,5,4,8
759,第0760回,2000-09-29,699,2000,9,29,4,6,9,9
760,第0761回,2000-10-02,805,2000,10,2,0,8,0,5
761,第0762回,2000-10-04,804,2000,10,4,2,8,0,4
762,第0763回,2000-10-06,610,2000,10,6,4,6,1,0
763,第0764回,2000-10-09,094,2000,10,9,0,0,9,4
764,第0765回,2000-10-11,117,2000,10,11,2,1,1,7
765,第0766回,2000-10-13,835,2000,10,13,4,8,3,5
766,第0767回,2000-10-16,618,2000,10,16,0,6,1,8
767,第0768回,2000-10-18,192,2000,10,18,2,1,9,2
768,第0769回,2000-10-20,220,2000,10,20,4,2,2,0
769,第0770回,2000-10-23,325,2000,10,23,0,3,2,5
770,第0771回,2000-10-25,522,2000,10,25,2,5,2,2
771,第0772回,2000-10-27,574,2000,10,27,4,5,7,4
772,第0773回,2000-10-30,811,2000,10,30,0,8,1,1
773,第0774回,2000-11-01,080,2000,11,1,2,0,8,0
774,第0775回,2000-11-03,923,2000,11,3,4,9,2,3
775,第0776回,2000-11-06,302,2000,11,6,0,3,0,2
776,第0777回,2000-11-08,237,2000,11,8,2,2,3,7
777,第0778回,2000-11-10,226,2000,11,10,4,2,2,6
778,第0779回,2000-11-13,167,2000,11,13,0,1,6,7
779,第0780回,2000-11-15,033,2000,11,15,2,0,3,3
780,第0781回,2000-11-17,472,2000,11,17,4,4,7,2
781,第0782回,2000-11-20,014,2000,11,20,0,0,1,4
782,第0783回,2000-11-22,924,2000,11,22,2,9,2,4
783,第0784回,2000-11-24,703,2000,11,24,4,7,0,3
784,第0785回,2000-11-27,908,2000,11,27,0,9,0,8
785,第0786回,2000-11-29,160,2000,11,29,2,1,6,0
786,第0787回,2000-12-01,221,2000,12,1,4,2,2,1
787,第0788回,2000-12-04,433,2000,12,4,0,4,3,3
788,第0789回,2000-12-06,787,2000,12,6,2,7,8,7
789,第0790回,2000-12-08,807,2000,12,8,4,8,0,7
790,第0791回,2000-12-11,552,2000,12,11,0,5,5,2
791,第0792回,2000-12-13,220,2000,12,13,2,2,2,0
792,第0793回,2000-12-15,685,2000,12,15,4,6,8,5
793,第0794回,2000-12-18,199,2000,12,18,0,1,9,9
794,第0795回,2000-12-20,461,2000,12,20,2,4,6,1
795,第0796回,2000-12-22,360,2000,12,22,4,3,6,0
796,第0797回,2000-12-25,418,2000,12,25,0,4,1,8
797,第0798回,2000-12-27,477,2000,12,27,2,4,7,7
798,第0799回,2000-12-29,953,2000,12,29,4,9,5,3
799,第0800回,2001-01-05,817,2001,1,5,4,8,1,7
800,第0801回,2001-01-08,793,2001,1,8,0,7,9,3
801,第0802回,2001-01-10,468,2001,1,10,2,4,6,8
802,第0803回,2001-01-12,405,2001,1,12,4,4,0,5
803,第0804回,2001-01-15,331,2001,1,15,0,3,3,1
804,第0805回,2001-01-17,224,2001,1,17,2,2,2,4
805,第0806回,2001-01-19,221,2001,1,19,4,2,2,1
806,第0807回,2001-01-22,122,2001,1,22,0,1,2,2
807,第0808回,2001-01-24,296,2001,1,24,2,2,9,6
808,第0809回,2001-01-26,127,2001,1,26,4,1,2,7
809,第0810回,2001-01-29,929,2001,1,29,0,9,2,9
810,第0811回,2001-01-31,559,2001,1,31,2,5,5,9
811,第0812回,2001-02-02,614,2001,2,2,4,6,1,4
812,第0813回,2001-02-05,096,2001,2,5,0,0,9,6
813,第0814回,2001-02-07,873,2001,2,7,2,8,7,3
814,第0815回,2001-02-09,839,2001,2,9,4,8,3,9
815,第0816回,2001-02-12,650,2001,2,12,0,6,5,0
816,第0817回,2001-02-14,922,2001,2,14,2,9,2,2
817,第0818回,2001-02-16,427,2001,2,16,4,4,2,7
818,第0819回,2001-02-19,369,2001,2,19,0,3,6,9
819,第0820回,2001-02-21,033,2001,2,21,2,0,3,3
820,第0821回,2001-02-23,292,2001,2,23,4,2,9,2
821,第0822回,2001-02-26,459,2001,2,26,0,4,5,9
822,第0823回,2001-02-28,535,2001,2,28,2,5,3,5
823,第0824回,2001-03-02,102,2001,3,2,4,1,0,2
824,第0825回,2001-03-05,339,2001,3,5,0,3,3,9
825,第0826回,2001-03-07,823,2001,3,7,2,8,2,3
826,第0827回,2001-03-09,802,2001,3,9,4,8,0,2
827,第0828回,2001-03-12,939,2001,3,12,0,9,3,9
828,第0829回,2001-03-14,442,2001,3,14,2,4,4,2
829,第0830回,2001-03-16,247,2001,3,16,4,2,4,7
830,第0831回,2001-03-19,764,2001,3,19,0,7,6,4
831,第0832回,2001-03-21,626,2001,3,21,2,6,2,6
832,第0833回,2001-03-23,826,2001,3,23,4,8,2,6
833,第0834回,2001-03-26,594,2001,3,26,0,5,9,4
834,第0835回,2001-03-28,309,2001,3,28,2,3,0,9
835,第0836回,2001-03-30,926,2001,3,30,4,9,2,6
836,第0837回,2001-04-02,539,2001,4,2,0,5,3,9
837,第0838回,2001-04-04,524,2001,4,4,2,5,2,4
838,第0839回,2001-04-06,679,2001,4,6,4,6,7,9
839,第0840回,2001-04-09,059,2001,4,9,0,0,5,9
840,第0841回,2001-04-11,306,2001,4,11,2,3,0,6
841,第0842回,2001-04-13,219,2001,4,13,4,2,1,9
842,第0843回,2001-04-16,768,2001,4,16,0,7,6,8
843,第0844回,2001-04-18,170,2001,4,18,2,1,7,0
844,第0845回,2001-04-20,274,2001,4,20,4,2,7,4
845,第0846回,2001-04-23,531,2001,4,23,0,5,3,1
846,第0847回,2001-04-25,473,2001,4,25,2,4,7,3
847,第0848回,2001-04-27,098,2001,4,27,4,0,9,8
848,第0849回,2001-04-30,539,2001,4,30,0,5,3,9
849,第0850回,2001-05-02,646,2001,5,2,2,6,4,6
850,第0851回,2001-05-04,717,2001,5,4,4,7,1,7
851,第0852回,2001-05-07,057,2001,5,7,0,0,5,7
852,第0853回,2001-05-09,363,2001,5,9,2,3,6,3
853,第0854回,2001-05-11,112,2001,5,11,4,1,1,2
854,第0855回,2001-05-14,939,2001,5,14,0,9,3,9
855,第0856回,2001-05-16,099,2001,5,16,2,0,9,9
856,第0857回,2001-05-18,921,2001,5,18,4,9,2,1
857,第0858回,2001-05-21,510,2001,5,21,0,5,1,0
858,第0859回,2001-05-23,400,2001,5,23,2,4,0,0
859,第0860回,2001-05-25,963,2001,5,25,4,9,6,3
860,第0861回,2001-05-28,931,2001,5,28,0,9,3,1
861,第0862回,2001-05-30,883,2001,5,30,2,8,8,3
862,第0863回,2001-06-01,585,2001,6,1,4,5,8,5
863,第0864回,2001-06-04,426,2001,6,4,0,4,2,6
864,第0865回,2001-06-06,329,2001,6,6,2,3,2,9
865,第0866回,2001-06-08,571,2001,6,8,4,5,7,1
866,第0867回,2001-06-11,432,2001,6,11,0,4,3,2
867,第0868回,2001-06-13,634,2001,6,13,2,6,3,4
868,第0869回,2001-06-15,245,2001,6,15,4,2,4,5
869,第0870回,2001-06-18,772,2001,6,18,0,7,7,2
870,第0871回,2001-06-20,639,2001,6,20,2,6,3,9
871,第0872回,2001-06-22,755,2001,6,22,4,7,5,5
872,第0873回,2001-06-25,367,2001,6,25,0,3,6,7
873,第0874回,2001-06-27,454,2001,6,27,2,4,5,4
874,第0875回,2001-06-29,778,2001,6,29,4,7,7,8
875,第0876回,2001-07-02,845,2001,7,2,0,8,4,5
876,第0877回,2001-07-04,589,2001,7,4,2,5,8,9
877,第0878回,2001-07-06,318,2001,7,6,4,3,1,8
878,第0879回,2001-07-09,908,2001,7,9,0,9,0,8
879,第0880回,2001-07-11,678,2001,7,11,2,6,7,8
880,第0881回,2001-07-13,494,2001,7,13,4,4,9,4
881,第0882回,2001-07-16,703,2001,7,16,0,7,0,3
882,第0883回,2001-07-18,745,2001,7,18,2,7,4,5
883,第0884回,2001-07-20,388,2001,7,20,4,3,8,8
884,第0885回,2001-07-23,307,2001,7,23,0,3,0,7
885,第0886回,2001-07-25,302,2001,7,25,2,3,0,2
886,第0887回,2001-07-27,672,2001,7,27,4,6,7,2
887,第0888回,2001-07-30,691,2001,7,30,0,6,9,1
888,第0889回,2001-08-01,139,2001,8,1,2,1,3,9
889,第0890回,2001-08-03,332,2001,8,3,4,3,3,2
890,第0891回,2001-08-06,254,2001,8,6,0,2,5,4
891,第0892回,2001-08-08,353,2001,8,8,2,3,5,3
892,第0893回,2001-08-10,184,2001,8,10,4,1,8,4
893,第0894回,2001-08-13,592,2001,8,13,0,5,9,2
894,第0895回,2001-08-15,614,2001,8,15,2,6,1,4
895,第0896回,2001-08-17,108,2001,8,17,4,1,0,8
896,第0897回,2001-08-20,055,2001,8,20,0,0,5,5
897,第0898回,2001-08-22,980,2001,8,22,2,9,8,0
898,第0899回,2001-08-24,350,2001,8,24,4,3,5,0
